hh_id,formid,house_status,consent,hh_size,access_med.no_911,access_med.no_transport,access_med.roads_damaged,access_med.facility_closed,access_med.no_doctors,access_med.no_dialysis,access_med.no_resp_mach,access_med.no_meds,access_med.couldnt_afford,access_med.ot_reasons,access_med.access_other,water.water_short_b,water.lost_water,water.sept,water.oct,water.nov,water.dec,water.lost_drink_water,water.sept_drink,water.oct_drink,water.nov_drink,water.dec_drink,water.drinkable_water_now,electricity.elec_short_b,electricity.lost_elec,electricity.sept,electricity.oct,electricity.nov,electricity.dec,cell_short_b,cell.lost_cell,cell.sept,cell.oct,cell.nov,cell.dec,mort_neighbor,left_neighbor,neighbors_num,notas,completed_time,started_time,username,received_on,location,barrio_id,imputed_gps,flag
388,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,3,1,2,4,4,3,1,2,4,4,2,1,3,1,2,4,4,3,0,1,2,4,4,4,0,3,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,752,no,1
389,CENSORED,1,1,2,99,99,99,99,99,99,99,3,99,NA,0,2,1,3,4,3,0,1,3,4,4,3,3,2,1,3,4,4,4,0,1,3,4,4,4,1,99,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,319,no,1
390,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,3,1,2,4,2,0,0,0,0,0,0,NA,0,1,2,4,3,0,0,1,2,4,4,4,0,0,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,752,no,1
391,CENSORED,1,1,2,0,99,99,99,99,99,99,2,99,NA,0,2,1,3,4,4,0,1,3,4,4,0,1,4,1,3,4,0,0,0,1,3,4,4,4,99,3,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,375,no,1
392,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,1,1,3,4,4,4,1,3,4,4,4,1,1,1,3,4,1,0,0,1,3,4,4,4,1,6,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,375,no,1
393,CENSORED,1,1,3,99,99,99,99,99,99,99,99,99,NA,0,2,1,2,3,0,0,1,2,3,0,0,1,0,1,2,3,0,0,1,1,2,4,4,2,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,375,no,1
394,CENSORED,1,1,5,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,4,4,4,4,0,1,4,4,4,4,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,812,no,1
395,CENSORED,1,1,3,99,5,5,99,99,99,0,99,99,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,1,4,4,4,4,0,1,4,4,4,1,2,0,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,812,no,1
396,CENSORED,1,1,1,99,99,99,1,99,99,99,2,99,NA,0,0,1,2,4,4,1,3,0,0,0,0,1,0,1,2,4,4,4,0,1,2,4,4,3,0,0,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,812,no,1
397,CENSORED,1,1,2,99,99,99,2,99,99,99,99,99,NA,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,2,4,4,1,0,1,2,4,2,0,1,0,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,179,no,1
398,CENSORED,1,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,4,0,0,0,0,0,0,0,NA,0,1,3,4,0,0,0,1,3,4,4,4,0,0,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,133,no,1
399,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,2,0,0,1,0,0,0,0,1,4,1,2,4,4,2,0,1,2,4,4,2,1,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,133,no,1
400,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,4,3,0,3,0,0,0,0,1,0,1,3,4,4,4,0,1,3,4,4,4,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,575,no,0
401,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,1,0,0,0,NA,0,1,3,3,0,0,0,1,3,4,0,0,0,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,575,no,0
402,CENSORED,NA,1,7,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,1,2,1,1,3,1,1,1,3,0,1,4,4,2,1,0,1,3,2,0,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,291,no,0
403,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,4,4,4,1,1,4,4,2,0,1,0,1,4,4,4,1,0,1,4,4,4,3,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,291,no,0
404,CENSORED,NA,1,2,99,99,2,99,99,99,99,99,99,NA,0,0,1,4,4,3,0,1,4,4,3,0,3,0,1,4,4,3,0,0,1,4,4,3,0,99,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,291,no,0
405,CENSORED,NA,1,4,99,99,99,99,99,99,99,5,99,NA,0,2,1,3,2,0,0,1,3,3,0,0,1,2,1,3,4,4,4,0,1,3,4,3,0,99,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,734,no,0
406,CENSORED,NA,1,4,99,0,99,0,99,0,99,99,99,NA,1,4,1,3,2,1,0,0,0,0,0,0,NA,4,1,3,4,3,1,4,1,4,4,4,4,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,495,no,0
407,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,4,1,3,4,3,0,0,0,0,0,0,NA,0,1,3,4,4,1,2,1,3,4,4,1,99,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,495,no,0
408,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,0,0,0,0,0,0,0,0,NA,3,1,3,4,0,0,0,1,3,4,4,4,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,495,no,0
409,CENSORED,NA,1,4,99,99,99,99,4,99,99,4,6,NA,1,0,1,3,4,4,4,1,3,4,4,4,3,0,1,3,4,4,4,0,1,4,4,4,3,1,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,291,no,0
410,CENSORED,NA,1,3,99,99,99,5,5,99,99,99,99,NA,0,0,1,4,4,3,3,1,3,2,2,2,2,0,1,2,4,4,4,0,1,3,2,2,2,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,291,no,0
411,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,2,0,0,1,3,0,0,0,1,0,1,3,3,3,0,0,1,3,3,0,0,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,841,no,0
412,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,3,4,4,3,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,841,no,0
413,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,3,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,1,3,4,4,2,0,1,3,3,0,0,0,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,575,no,0
414,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,1,4,1,2,4,1,0,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,1,2,0,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,154,no,0
415,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,2,0,0,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,3,4,4,1,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,154,no,0
416,CENSORED,NA,1,5,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,2,0,0,0,0,0,0,0,NA,0,1,3,4,2,0,0,1,3,4,4,2,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,154,no,0
417,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,2,0,0,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,3,0,0,0,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,154,no,0
418,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,0,0,0,0,0,0,0,0,NA,2,1,2,3,0,0,0,1,2,4,4,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,575,no,0
419,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,4,1,0,1,3,4,4,4,1,4,1,3,4,4,4,2,1,3,4,4,4,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,720,no,0
420,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,3,0,0,0,0,0,0,0,NA,0,1,2,4,4,4,4,1,2,4,4,2,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,720,no,0
421,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,4,1,2,4,3,0,0,0,0,0,0,NA,4,1,3,4,4,4,0,0,NA,NA,NA,NA,99,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,734,no,0
422,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,4,1,2,2,0,0,0,0,0,0,0,NA,3,1,3,4,4,4,0,1,2,4,2,0,99,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,734,no,0
423,CENSORED,NA,1,3,99,99,99,2,99,99,99,3,99,NA,1,0,1,3,1,0,0,1,1,0,0,0,1,2,1,3,4,4,4,0,1,2,2,0,0,1,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,734,no,0
424,CENSORED,NA,1,4,99,99,99,6,1,99,99,2,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,2,4,2,0,0,1,2,4,4,0,99,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,289,no,0
425,CENSORED,NA,1,4,99,99,99,99,99,99,99,4,99,Farmacias cerradas,0,0,1,2,1,0,0,1,0,0,0,0,1,0,1,3,4,2,0,0,1,2,4,4,1,99,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,289,no,0
426,CENSORED,NA,1,2,99,99,99,99,99,99,3,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,3,4,4,3,0,0,NA,NA,NA,NA,99,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,862,no,0
427,CENSORED,NA,1,6,99,99,99,99,5,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,3,4,4,2,0,1,3,4,4,3,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,862,no,0
428,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,1,3,4,4,4,0,1,0,0,0,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,862,no,0
429,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,1,3,4,4,2,0,1,3,3,1,1,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,862,no,0
430,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,4,4,1,1,3,4,1,0,1,0,1,3,4,4,1,0,1,3,4,4,1,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,171,no,0
431,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,3,0,0,0,0,0,0,0,NA,0,1,2,2,0,0,0,1,2,4,3,0,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,171,no,0
432,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,2,0,0,0,0,0,0,0,NA,0,1,3,4,2,0,0,1,3,4,4,0,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,171,no,0
433,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,4,NA,0,0,1,2,2,0,0,0,0,0,0,0,NA,0,1,2,4,2,0,0,1,3,4,2,0,99,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,171,no,0
434,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,3,0,0,0,0,0,0,NA,0,1,2,4,1,0,0,1,2,3,0,0,1,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,171,no,0
436,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,0,0,0,0,0,0,0,0,NA,0,1,2,2,0,0,0,1,3,0,0,0,99,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,171,no,0
437,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,3,3,0,0,0,1,3,0,0,0,0,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,519,no,0
438,CENSORED,NA,1,2,99,99,99,99,6,99,99,99,99,NA,1,0,1,1,0,0,0,1,1,0,0,0,3,0,1,2,2,0,0,0,1,1,3,0,0,1,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,519,no,0
439,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,1,0,0,1,0,0,0,0,1,4,1,2,4,1,0,0,1,2,4,1,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,519,no,0
440,CENSORED,NA,1,3,99,99,99,99,99,99,3,99,99,NA,0,0,1,2,2,0,0,1,2,2,0,0,1,0,1,2,2,0,0,0,1,2,4,0,0,99,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,519,no,0
441,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,1,1,2,4,4,4,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,1,0,6,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,178,no,0
442,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,4,0,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,3,1,0,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,178,no,0
443,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,4,4,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,3,1,0,0,99,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,178,no,0
444,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,2,1,2,4,4,3,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,2,4,4,4,0,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,178,no,0
445,CENSORED,NA,1,4,99,99,99,99,99,99,2,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,3,4,4,3,0,1,3,4,4,4,99,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,897,no,0
446,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,4,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,3,4,4,3,0,1,3,4,4,3,99,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,897,no,0
447,CENSORED,NA,1,2,99,99,99,99,99,99,2,99,3,NA,1,1,1,3,3,3,3,1,1,1,0,0,1,1,1,3,4,4,4,1,1,3,4,3,3,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,897,no,0
448,CENSORED,NA,1,3,0,0,99,99,99,99,5,99,99,NA,0,0,1,4,4,4,3,1,0,0,0,0,1,0,1,3,3,3,2,0,1,3,1,0,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,897,no,0
449,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,3,0,0,1,2,2,0,0,1,0,1,4,4,4,4,0,1,2,4,4,4,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,897,no,0
450,CENSORED,NA,1,2,99,99,99,4,4,99,99,99,99,NA,2,0,1,2,4,4,4,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,4,4,0,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,178,no,0
451,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,4,0,1,2,1,1,0,1,0,1,2,4,4,4,0,1,2,4,4,4,6,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,390,yes,0
452,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,3,0,1,2,4,3,0,2,0,1,2,4,2,0,0,0,NA,NA,NA,NA,99,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,178,no,0
453,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,2,0,0,1,3,2,0,0,1,0,1,3,3,3,2,0,1,2,3,3,3,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,178,no,0
454,CENSORED,NA,1,3,99,99,99,99,99,99,99,3,99,NA,0,0,1,2,2,0,0,1,2,4,2,0,2,0,1,2,2,0,0,0,1,2,4,4,4,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,178,no,0
455,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,2,1,3,4,4,4,1,3,4,4,4,3,0,1,3,4,4,4,0,1,3,1,0,0,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,178,no,0
456,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,1,1,3,4,4,4,1,3,4,4,4,1,4,1,3,4,4,4,0,1,3,4,4,3,99,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,178,no,0
457,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,0,0,0,1,3,3,3,3,1,0,1,3,4,4,4,1,1,3,4,4,4,99,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,897,no,0
458,CENSORED,NA,1,3,99,99,4,99,99,99,99,99,99,NA,0,0,1,2,3,0,0,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,4,4,1,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,630,no,0
459,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,Obtuvo bacteria en su pierna debido a las aguas que entraron en su casa.,0,0,1,3,3,0,0,1,2,0,0,0,1,0,1,3,4,4,4,0,0,NA,NA,NA,NA,0,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,630,no,0
460,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,4,2,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,4,4,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,630,no,0
461,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,2,1,2,2,1,1,0,2,4,4,0,NA,0,1,2,4,4,4,0,1,2,4,4,3,1,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,425,no,0
462,CENSORED,NA,1,4,99,99,99,99,99,99,3,99,99,NA,0,0,1,2,4,4,0,1,4,4,4,4,1,0,1,4,4,4,4,3,1,4,4,4,0,4,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,425,no,0
463,CENSORED,NA,1,11,99,99,99,99,99,99,99,99,99,NA,0,2,1,4,4,4,4,1,4,4,4,4,3,3,1,3,4,4,4,1,1,4,4,4,4,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,630,no,0
464,CENSORED,NA,1,4,99,99,99,99,99,99,6,99,99,NA,0,0,1,3,4,0,0,3,4,4,4,4,1,0,1,3,4,4,4,0,1,2,0,0,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,630,no,0
465,CENSORED,NA,1,6,99,99,99,99,99,99,99,99,99,NA,0,0,1,4,4,4,4,1,4,4,4,4,1,0,1,4,4,4,4,0,1,3,4,4,3,0,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,630,no,0
466,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,2,1,2,4,4,2,0,0,0,0,0,NA,4,1,2,4,4,4,0,1,2,4,4,4,0,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,425,no,0
467,CENSORED,NA,1,3,99,99,99,99,99,99,99,0,99,NA,0,4,1,2,2,0,0,1,3,3,1,1,1,4,1,2,2,0,0,4,1,3,3,3,3,1,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,803,no,0
468,CENSORED,NA,1,5,99,99,99,99,99,99,0,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,3,3,3,0,0,1,3,4,4,4,4,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,390,no,0
469,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,4,1,0,0,0,0,0,0,0,0,0,NA,4,1,2,3,0,0,4,1,4,4,4,4,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,390,no,0
470,CENSORED,NA,1,2,99,1,99,99,99,99,99,99,99,NA,1,0,1,4,4,4,0,1,3,4,4,4,1,4,1,3,4,4,4,4,1,3,4,4,4,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,425,no,0
471,CENSORED,NA,1,1,99,3,3,0,0,99,99,4,0,NA,1,4,1,3,4,4,4,1,3,4,4,4,1,4,1,3,4,4,4,4,1,3,4,3,0,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,425,no,0
472,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,1,2,4,1,0,0,1,2,4,4,1,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,390,no,0
473,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,2,4,2,0,0,1,2,4,2,0,99,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,390,no,0
474,CENSORED,NA,1,3,99,99,99,99,99,99,99,0,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,2,4,1,0,0,1,1,0,0,0,1,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,390,no,0
475,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,0,0,0,0,0,0,0,0,NA,0,1,2,4,0,0,0,1,2,4,4,4,4,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,390,no,0
476,CENSORED,NA,1,2,99,99,99,99,99,99,0,99,99,NA,0,4,1,2,0,0,0,0,0,0,0,0,NA,0,1,2,4,0,0,0,1,2,2,0,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,390,no,0
477,CENSORED,NA,1,5,99,99,99,99,99,99,5,4,5,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,2,4,4,4,0,1,2,4,2,0,4,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,100,no,0
478,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,1,2,4,4,3,0,1,2,4,4,4,2,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,100,no,0
479,CENSORED,NA,1,2,0,99,0,99,99,99,4,99,99,NA,0,0,1,2,0,0,0,0,0,0,0,0,NA,0,1,4,4,4,0,0,1,3,2,2,0,99,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,803,no,0
480,CENSORED,NA,1,1,99,99,99,99,0,99,99,0,99,NA,0,0,1,3,3,3,3,0,0,0,0,0,NA,4,1,3,3,3,3,0,1,4,3,2,2,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,803,no,0
481,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,4,1,1,0,0,0,0,1,1,4,2,0,99,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,803,no,0
482,CENSORED,NA,1,2,99,99,99,99,99,99,99,0,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,2,4,2,0,0,1,2,0,0,0,1,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,803,no,0
483,CENSORED,NA,1,4,99,99,99,99,99,99,3,5,5,NA,0,0,1,3,0,0,0,0,0,0,0,0,NA,4,1,2,3,0,0,0,1,2,4,3,0,1,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,803,no,0
484,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,4,4,4,0,0,1,3,0,0,0,0,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,803,no,0
485,CENSORED,NA,1,2,99,99,99,99,99,99,3,99,99,NA,0,0,1,2,4,3,0,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,2,0,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,425,no,0
487,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,1,0,0,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,4,1,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,425,no,0
488,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,3,1,2,4,4,1,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,2,0,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,425,no,0
489,CENSORED,NA,1,8,99,99,99,99,99,99,99,99,99,NA,0,4,1,2,4,2,0,1,1,0,0,0,2,0,1,2,4,4,4,0,1,1,0,0,0,99,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,630,no,0
490,CENSORED,NA,1,5,99,99,3,2,99,99,99,3,99,NA,2,0,1,2,4,3,0,1,1,0,0,0,3,0,1,2,4,4,4,0,1,2,4,2,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,425,no,0
