hh_id,formid,house_status,consent,hh_size,access_med.no_911,access_med.no_transport,access_med.roads_damaged,access_med.facility_closed,access_med.no_doctors,access_med.no_dialysis,access_med.no_resp_mach,access_med.no_meds,access_med.couldnt_afford,access_med.ot_reasons,access_med.access_other,water.water_short_b,water.lost_water,water.sept,water.oct,water.nov,water.dec,water.lost_drink_water,water.sept_drink,water.oct_drink,water.nov_drink,water.dec_drink,water.drinkable_water_now,electricity.elec_short_b,electricity.lost_elec,electricity.sept,electricity.oct,electricity.nov,electricity.dec,cell_short_b,cell.lost_cell,cell.sept,cell.oct,cell.nov,cell.dec,mort_neighbor,left_neighbor,neighbors_num,notas,completed_time,started_time,username,received_on,location,barrio_id,imputed_gps,flag
4,CENSORED,NA,1,2,99,99,99,3,3,0,99,4,99,NA,1,0,1,2,2,0,0,1,0,0,0,0,1,0,1,3,3,3,0,0,1,3,4,4,3,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,582,no,0
5,CENSORED,NA,1,3,99,99,99,1,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,3,NA,NA,NA,NA,1,0,1,3,4,3,1,0,1,3,4,4,3,0,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,582,no,0
6,CENSORED,NA,1,2,99,99,4,4,99,99,99,99,99,se fue a Texas a recibir servicios paciente de cancer 2 meses,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,2,1,0,0,0,1,2,0,0,0,0,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,154,no,0
7,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,2,0,0,0,0,0,0,0,NA,0,1,3,4,4,3,0,1,3,4,4,4,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,154,no,0
8,CENSORED,NA,1,1,99,0,99,99,99,99,99,5,99,NA,0,0,1,0,0,0,0,1,2,0,0,0,1,0,1,4,4,4,3,1,1,4,4,4,4,99,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,575,no,0
9,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,4,1,2,4,4,3,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,3,4,4,3,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,575,no,0
10,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,3,1,2,4,4,1,1,0,4,4,4,3,3,1,2,4,4,4,0,1,2,4,4,0,99,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,575,no,0
11,CENSORED,NA,1,6,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,4,4,2,1,3,4,4,2,3,0,1,2,4,4,4,0,1,3,2,2,2,3,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,734,no,0
12,CENSORED,NA,1,3,99,99,99,99,99,99,99,1,99,NA,1,3,1,2,4,4,2,1,2,4,4,4,1,0,1,3,4,4,4,0,1,3,3,2,0,2,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,289,no,0
13,CENSORED,NA,1,4,99,99,3,99,99,99,99,99,99,NA,0,2,1,4,4,4,4,0,0,0,0,0,NA,0,1,4,4,4,4,0,1,4,4,2,2,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,720,no,0
14,CENSORED,NA,1,2,99,99,4,99,4,99,99,4,99,NA,0,0,1,3,4,2,0,0,0,0,0,0,NA,0,1,4,4,4,4,0,1,4,4,0,0,3,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,720,no,0
15,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,3,1,3,4,4,2,1,2,4,4,2,3,3,1,2,4,4,4,0,1,2,4,4,4,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,720,no,0
16,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,3,4,3,1,0,1,3,4,4,4,99,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,582,no,0
17,CENSORED,NA,1,2,99,99,99,0,99,99,99,99,99,NA,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,2,4,3,0,0,1,2,4,2,0,1,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,582,no,0
18,CENSORED,NA,1,5,99,99,4,5,99,99,5,5,5,NA,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,3,4,4,4,0,1,3,4,4,4,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,565,no,0
19,CENSORED,NA,1,6,99,99,99,99,99,99,99,99,99,NA,0,2,1,3,4,4,3,0,0,0,0,0,NA,3,1,3,4,4,3,0,1,3,4,4,3,4,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,565,no,0
22,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,3,0,NA,NA,NA,NA,4,1,2,4,4,4,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,565,no,0
23,CENSORED,NA,1,7,99,99,99,99,99,99,99,4,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,2,4,3,0,0,1,2,4,4,2,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,565,no,0
24,CENSORED,NA,1,2,99,99,99,99,99,99,4,99,99,NA,1,3,1,2,2,0,0,1,2,4,4,4,1,0,1,2,4,4,4,0,0,NA,NA,NA,NA,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,565,no,0
25,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,0,0,0,1,0,0,0,0,1,4,1,3,4,3,0,0,1,2,0,0,0,99,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,801,no,0
26,CENSORED,NA,1,2,99,99,99,99,99,99,5,4,4,NA,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,3,4,4,3,0,1,3,4,4,2,2,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,862,no,0
27,CENSORED,NA,1,3,99,99,99,99,99,99,99,3,0,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,2,4,4,4,0,1,2,4,4,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,862,no,0
28,CENSORED,NA,1,8,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,3,4,4,2,0,0,NA,NA,NA,NA,1,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,862,no,0
29,CENSORED,NA,1,4,99,99,99,99,99,99,99,4,99,NA,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,3,0,1,2,4,4,2,0,1,3,4,4,4,1,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,862,no,0
30,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,4,1,3,4,4,2,0,1,3,4,4,0,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,862,no,0
31,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,3,4,4,4,0,1,3,4,4,4,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,862,no,0
32,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,0,0,0,0,0,0,0,0,NA,2,1,2,4,3,0,0,1,2,3,3,3,0,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,289,no,0
33,CENSORED,NA,1,2,99,99,99,5,5,99,99,3,99,NA,1,0,1,2,1,0,0,1,0,0,0,0,1,0,1,2,2,0,0,0,1,2,2,0,0,99,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,289,no,0
34,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,2,0,0,1,1,0,0,0,1,0,1,2,4,2,2,0,1,2,4,4,3,0,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,289,no,0
35,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,2,1,4,4,4,4,0,1,3,2,0,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,237,no,0
36,CENSORED,NA,1,5,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,2,0,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,3,4,4,4,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,237,no,0
37,CENSORED,NA,1,3,99,99,99,99,99,99,3,99,99,NA,0,0,1,2,4,4,1,1,2,4,4,4,1,0,1,2,4,4,4,0,1,2,4,4,4,0,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,237,no,0
38,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,1,1,0,0,0,3,0,1,1,0,0,0,0,1,1,0,0,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,495,no,0
39,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,4,1,1,0,0,0,1,1,0,0,0,1,4,1,2,4,2,0,0,0,NA,NA,NA,NA,3,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,495,no,0
40,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,3,1,2,0,0,0,0,2,0,0,0,NA,4,1,2,4,1,0,3,1,2,4,2,0,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,495,no,0
41,CENSORED,NA,1,3,99,99,99,99,99,99,5,99,99,NA,0,4,1,2,0,0,0,1,2,0,0,0,1,4,1,2,4,0,0,0,0,NA,NA,NA,NA,1,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,495,no,0
42,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,0,0,0,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,3,4,2,0,1,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,237,no,0
43,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,4,4,4,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,3,4,4,4,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,237,no,0
44,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,3,3,0,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,237,no,0
45,CENSORED,NA,1,5,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,0,0,0,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,3,4,4,2,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,237,no,0
46,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,4,0,0,1,3,0,0,0,1,0,1,3,4,4,4,0,1,3,4,4,4,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,862,no,0
47,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,4,1,1,2,0,0,0,0,NA,NA,NA,NA,99,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,700,no,0
48,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,1,3,0,0,0,1,1,0,0,0,99,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,700,no,0
49,CENSORED,NA,1,4,99,99,99,99,99,99,4,99,99,NA,1,4,1,2,3,0,0,0,0,0,0,0,NA,4,1,2,4,4,4,0,1,2,4,3,0,0,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,825,no,0
50,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,3,0,0,0,4,1,3,0,0,0,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,700,no,0
51,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,3,4,4,1,1,3,4,4,1,0,1,1,2,4,4,0,1,3,4,4,4,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,700,no,0
52,CENSORED,NA,1,5,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,0,0,0,1,2,0,0,0,1,0,1,3,0,0,0,0,1,1,0,0,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,700,no,0
53,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,3,4,4,4,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,700,no,0
54,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,2,0,1,2,4,3,0,2,0,1,3,4,4,4,0,1,2,4,4,3,99,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,825,no,0
55,CENSORED,NA,1,2,99,99,3,99,99,99,3,99,99,NA,0,0,1,2,4,1,0,1,1,1,0,0,2,2,1,3,4,4,4,4,1,2,4,3,0,0,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,825,no,0
56,CENSORED,NA,1,6,99,99,99,99,99,99,0,99,99,Dificultad para obtener alimentos de bebé,0,0,1,2,1,0,0,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,2,4,4,1,0,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,825,no,0
57,CENSORED,NA,1,5,99,99,99,5,5,99,99,0,99,NA,1,3,1,3,3,0,0,1,0,0,0,0,2,4,1,3,4,4,4,0,1,2,3,3,0,0,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,825,no,0
58,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,4,0,0,0,0,0,0,0,NA,3,1,3,4,4,4,0,1,3,4,4,3,0,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,825,no,0
59,CENSORED,NA,1,1,99,99,99,1,99,99,99,3,99,NA,1,0,1,2,3,0,0,1,2,0,0,0,1,0,1,3,4,4,4,0,1,2,3,0,0,99,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,825,no,0
62,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,2,1,4,4,4,4,0,0,0,0,0,NA,3,1,3,4,4,4,0,1,3,4,2,0,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,171,no,0
64,CENSORED,NA,1,2,99,99,99,3,99,99,99,3,99,NA,2,0,1,2,4,3,0,0,0,0,0,0,NA,0,1,2,4,3,0,0,1,2,4,1,0,99,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,171,no,0
65,CENSORED,NA,1,1,1,1,1,99,99,99,99,99,99,NA,0,0,1,3,2,0,0,1,4,4,4,4,1,0,1,3,4,4,3,0,1,3,4,0,0,99,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,171,no,0
66,CENSORED,NA,1,5,99,99,99,99,99,99,99,99,99,NA,0,4,1,2,2,0,0,0,0,0,0,0,NA,0,1,2,4,2,0,0,1,2,4,1,0,99,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,171,no,0
68,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,2,4,3,0,4,1,2,4,4,2,99,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,171,no,0
69,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,3,NA,0,1,1,3,4,3,0,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,3,4,4,3,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,897,no,0
70,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,4,4,4,1,3,2,0,0,3,0,1,3,4,4,4,0,1,3,4,4,4,99,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,897,no,0
71,CENSORED,NA,1,2,99,99,99,4,4,99,99,99,99,NA,0,0,1,2,1,0,0,1,2,0,0,0,3,0,1,2,2,0,0,0,1,2,4,0,0,99,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,519,no,0
72,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,4,NA,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,1,2,2,0,0,0,1,2,2,0,0,99,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,519,no,0
73,CENSORED,NA,1,3,99,99,3,99,99,99,99,4,5,NA,0,0,1,2,2,0,0,0,2,3,0,0,NA,0,1,2,3,0,0,0,1,2,4,4,3,2,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,519,no,0
74,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,3,0,0,1,2,3,0,0,1,0,1,2,3,0,0,0,1,2,3,0,0,1,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,519,no,0
75,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,4,1,2,3,0,0,0,1,2,4,3,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,519,no,0
76,CENSORED,NA,1,2,99,99,99,99,99,99,0,99,99,NA,0,4,1,2,1,0,0,0,0,0,0,0,NA,2,1,2,3,0,0,0,1,2,4,4,4,1,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,519,no,0
77,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,2,2,0,0,0,1,2,3,2,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,519,no,0
78,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,1,1,2,2,2,2,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,2,0,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,178,no,0
79,CENSORED,NA,1,4,99,99,3,99,99,99,99,99,99,NA,0,0,1,2,4,2,1,0,0,0,0,0,NA,0,1,2,4,2,0,0,1,2,4,2,0,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,178,no,0
80,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,3,NA,0,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,4,1,3,4,4,3,0,1,3,4,3,1,99,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,897,no,0
81,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,0,0,0,1,2,0,0,0,1,0,1,3,4,4,3,0,1,3,4,4,4,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,897,no,0
82,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,3,1,3,4,3,0,1,3,4,3,0,1,3,1,3,4,4,4,0,1,3,4,4,2,4,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,897,no,0
83,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,4,NA,0,0,1,2,1,0,0,1,0,0,0,0,1,0,1,2,3,0,0,0,1,2,4,4,2,1,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,519,no,0
84,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,4,4,4,3,0,1,4,4,0,0,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,897,no,0
85,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,4,4,0,0,0,0,0,NA,0,1,4,4,4,4,0,1,2,4,4,3,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,897,no,0
86,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,1,1,4,4,4,4,0,2,0,0,0,NA,0,1,2,4,4,3,0,0,NA,NA,NA,NA,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,897,no,0
87,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,2,1,3,4,4,4,1,3,4,4,4,1,0,1,3,4,4,4,0,1,3,4,4,3,1,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,178,no,0
88,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,3,1,3,4,4,1,0,0,0,0,0,NA,0,1,3,4,4,4,0,0,NA,NA,NA,NA,5,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,178,no,0
89,CENSORED,NA,1,2,99,99,5,99,99,99,99,4,99,NA,0,0,1,2,3,0,0,0,0,0,0,0,NA,0,1,2,4,1,0,0,0,NA,NA,NA,NA,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,178,no,0
90,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,4,1,1,0,0,0,0,0,NA,0,1,4,4,4,4,0,1,4,4,4,4,0,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,630,no,0
91,CENSORED,NA,1,2,99,99,99,99,99,99,6,99,99,NA,0,4,1,2,4,4,0,1,2,4,0,0,1,4,1,2,4,4,1,4,1,2,4,4,2,3,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,390,no,0
92,CENSORED,NA,1,1,0,0,0,0,0,0,0,0,0,NA,1,3,1,1,0,0,0,1,2,4,0,0,1,4,1,2,4,4,3,4,1,2,4,4,0,4,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,100,no,0
93,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,4,1,1,0,0,0,1,0,0,0,0,3,4,1,2,2,0,0,3,1,4,4,4,0,1,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,390,no,0
94,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,4,1,2,1,0,0,0,0,0,0,0,NA,4,1,2,4,0,0,4,1,2,2,0,0,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,390,no,0
95,CENSORED,NA,1,5,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,2,2,0,0,0,1,2,2,0,0,0,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,390,no,0
96,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,1,0,0,0,NA,0,1,2,4,4,2,0,1,2,2,0,0,1,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,390,no,0
97,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,2,1,2,2,0,0,0,1,3,4,4,4,99,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,390,no,0
98,CENSORED,NA,1,2,1,99,99,99,99,99,99,99,99,NA,0,3,1,2,4,2,0,1,2,0,0,0,1,0,1,2,4,4,4,0,1,2,4,2,0,1,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,425,no,0
99,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,4,1,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,3,0,0,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,630,no,0
100,CENSORED,NA,1,3,99,99,99,99,99,99,99,4,99,NA,0,0,1,2,4,2,0,0,0,0,0,0,NA,3,1,2,4,4,4,0,1,2,4,2,0,99,NA,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,630,no,0
101,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,1,0,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,2,0,0,99,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,425,no,0
102,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,4,1,1,0,0,0,0,1,0,1,2,4,4,4,0,1,2,4,4,4,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,425,no,0
103,CENSORED,NA,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,4,0,1,2,0,0,0,1,0,1,2,4,4,4,0,1,2,4,4,1,99,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,630,no,0
104,CENSORED,NA,1,3,99,99,99,99,99,99,99,99,99,NA,0,2,1,2,4,4,4,1,2,4,4,4,1,0,1,2,4,4,4,1,1,2,4,4,4,0,NA,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,630,no,0
106,CENSORED,NA,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,3,0,0,0,0,0,0,NA,0,1,2,4,4,4,4,1,2,4,0,0,1,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,425,no,0
110,CENSORED,NA,1,7,99,99,99,99,99,99,3,99,99,NA,0,0,1,3,4,3,0,0,0,0,0,0,NA,3,1,3,4,4,4,0,1,3,3,0,0,0,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,630,no,0
111,CENSORED,NA,1,1,99,99,99,99,99,99,99,99,99,NA,0,3,1,2,4,1,0,0,0,0,0,0,NA,0,1,2,4,4,4,0,0,NA,NA,NA,NA,0,NA,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,425,no,0
112,CENSORED,NA,1,2,99,99,3,99,99,99,5,5,5,Persona asmática,1,2,1,3,4,4,3,0,0,0,0,0,NA,3,1,3,4,4,4,0,1,3,3,0,0,4,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,425,no,0
113,CENSORED,NA,1,2,99,99,99,99,99,99,99,3,99,NA,0,0,1,2,4,3,0,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,3,4,3,0,99,NA,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,425,no,0
114,CENSORED,NA,1,3,99,99,1,2,99,3,0,0,99,NA,1,2,1,2,4,4,3,0,0,0,0,0,NA,2,1,3,4,4,4,0,1,2,4,4,3,2,NA,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,630,no,0
