hh_id,username,completed_time,hh_id__1,gender,age,lived_movedin,movedin_month,movedin_bc_hurricane,status,missing_month,left_month,left_b_p_hurricane,left_bc_hurricane,left_first,left_final,hh_mem_num
413,CENSORED,NA,0,1,62,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
414,CENSORED,NA,0,1,80,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
414,CENSORED,NA,1,0,71,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
415,CENSORED,NA,0,1,46,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
415,CENSORED,NA,1,0,62,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
416,CENSORED,NA,0,0,68,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
416,CENSORED,NA,1,0,45,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
416,CENSORED,NA,2,0,24,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
416,CENSORED,NA,3,1,25,2,9,1,1,NA,NA,NA,0,NA,NA,4
416,CENSORED,NA,4,0,22,2,9,1,1,NA,NA,NA,0,NA,NA,5
417,CENSORED,NA,0,1,31,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
417,CENSORED,NA,1,0,25,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
417,CENSORED,NA,2,0,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
418,CENSORED,NA,0,1,60,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
418,CENSORED,NA,1,0,86,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
419,CENSORED,NA,0,0,71,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
420,CENSORED,NA,0,0,55,2,9,0,1,NA,NA,NA,0,NA,NA,1
420,CENSORED,NA,1,1,14,2,9,0,1,NA,NA,NA,0,NA,NA,2
420,CENSORED,NA,2,1,58,2,9,0,1,NA,NA,NA,0,NA,NA,3
421,CENSORED,NA,0,1,78,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
421,CENSORED,NA,1,0,72,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
422,CENSORED,NA,0,0,65,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
422,CENSORED,NA,1,1,31,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
422,CENSORED,NA,2,1,30,2,6,0,1,NA,NA,NA,0,NA,NA,3
422,CENSORED,NA,3,1,82,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
423,CENSORED,NA,0,1,58,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
423,CENSORED,NA,1,0,63,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
423,CENSORED,NA,2,0,89,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
424,CENSORED,NA,0,0,79,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
424,CENSORED,NA,1,1,89,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
424,CENSORED,NA,2,1,48,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
424,CENSORED,NA,3,1,19,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
425,CENSORED,NA,0,0,64,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
425,CENSORED,NA,1,1,28,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
425,CENSORED,NA,2,0,65,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
425,CENSORED,NA,3,0,28,2,9,1,1,NA,NA,NA,0,NA,NA,4
426,CENSORED,NA,0,0,59,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
426,CENSORED,NA,1,1,58,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
427,CENSORED,NA,0,1,56,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
427,CENSORED,NA,1,0,55,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
427,CENSORED,NA,2,0,28,1,NA,NA,3,NA,11,NA,NA,1,1,3
427,CENSORED,NA,3,1,27,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
427,CENSORED,NA,4,1,9,1,NA,NA,1,NA,NA,NA,NA,NA,NA,5
427,CENSORED,NA,5,1,3,1,NA,NA,3,NA,11,NA,NA,1,1,6
428,CENSORED,NA,0,0,83,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
429,CENSORED,NA,0,0,75,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
429,CENSORED,NA,1,1,55,2,10,0,1,NA,NA,NA,0,NA,NA,2
429,CENSORED,NA,2,1,56,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
430,CENSORED,NA,0,1,78,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
430,CENSORED,NA,1,0,82,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
430,CENSORED,NA,2,1,42,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
431,CENSORED,NA,0,0,84,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
431,CENSORED,NA,1,1,86,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
432,CENSORED,NA,0,1,48,2,9,1,3,NA,11,NA,1,1,1,1
432,CENSORED,NA,1,0,73,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
432,CENSORED,NA,2,1,77,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
433,CENSORED,NA,0,0,81,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
433,CENSORED,NA,1,1,83,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
433,CENSORED,NA,2,0,24,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
433,CENSORED,NA,3,1,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
434,CENSORED,NA,0,1,46,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
436,CENSORED,NA,0,0,73,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
436,CENSORED,NA,1,1,67,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
437,CENSORED,NA,0,1,75,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
438,CENSORED,NA,0,1,88,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
438,CENSORED,NA,1,0,80,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
439,CENSORED,NA,0,1,73,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
439,CENSORED,NA,1,0,50,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
439,CENSORED,NA,2,0,28,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
439,CENSORED,NA,3,0,18,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
440,CENSORED,NA,0,0,51,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
440,CENSORED,NA,1,0,16,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
440,CENSORED,NA,2,1,12,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
441,CENSORED,NA,0,0,62,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
441,CENSORED,NA,1,1,67,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
442,CENSORED,NA,0,0,73,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
443,CENSORED,NA,0,0,79,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
443,CENSORED,NA,1,0,80,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
444,CENSORED,NA,0,0,91,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
444,CENSORED,NA,1,0,65,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
445,CENSORED,NA,0,0,20,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
445,CENSORED,NA,1,1,26,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
445,CENSORED,NA,2,1,23,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
445,CENSORED,NA,3,1,47,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
446,CENSORED,NA,0,0,60,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
446,CENSORED,NA,1,0,85,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
446,CENSORED,NA,2,1,19,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
447,CENSORED,NA,0,0,32,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
447,CENSORED,NA,1,0,10,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
448,CENSORED,NA,0,1,45,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
448,CENSORED,NA,1,0,43,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
448,CENSORED,NA,2,0,8,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
449,CENSORED,NA,0,0,61,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
450,CENSORED,NA,0,0,56,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
450,CENSORED,NA,1,0,13,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
451,CENSORED,NA,0,0,60,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
451,CENSORED,NA,1,0,11,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
452,CENSORED,NA,0,0,35,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
452,CENSORED,NA,1,0,69,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
452,CENSORED,NA,2,0,33,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
453,CENSORED,NA,0,0,65,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
453,CENSORED,NA,1,1,69,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
453,CENSORED,NA,2,0,30,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
454,CENSORED,NA,0,0,26,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
454,CENSORED,NA,1,0,60,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
454,CENSORED,NA,2,0,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
455,CENSORED,NA,0,0,30,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
455,CENSORED,NA,1,0,10,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
455,CENSORED,NA,2,0,6,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
456,CENSORED,NA,0,0,64,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
457,CENSORED,NA,0,1,42,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
458,CENSORED,NA,0,1,79,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
458,CENSORED,NA,1,1,38,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
458,CENSORED,NA,2,0,72,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
459,CENSORED,NA,0,0,83,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
460,CENSORED,NA,0,0,55,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
460,CENSORED,NA,1,0,43,1,NA,NA,3,NA,12,NA,NA,5,5,2
461,CENSORED,NA,0,0,51,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
461,CENSORED,NA,1,1,53,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
461,CENSORED,NA,2,1,30,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
462,CENSORED,NA,0,0,57,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
462,CENSORED,NA,1,1,82,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
462,CENSORED,NA,2,0,80,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
462,CENSORED,NA,3,1,58,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
463,CENSORED,NA,0,0,27,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
463,CENSORED,NA,1,1,30,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
463,CENSORED,NA,2,0,7,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
463,CENSORED,NA,3,0,6,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
463,CENSORED,NA,4,1,60,1,NA,NA,1,NA,NA,NA,NA,NA,NA,5
463,CENSORED,NA,5,0,60,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6
463,CENSORED,NA,6,0,37,1,NA,NA,1,NA,NA,NA,NA,NA,NA,7
463,CENSORED,NA,7,1,31,1,NA,NA,1,NA,NA,NA,NA,NA,NA,8
463,CENSORED,NA,8,0,13,1,NA,NA,1,NA,NA,NA,NA,NA,NA,9
463,CENSORED,NA,9,0,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,10
463,CENSORED,NA,10,0,13,1,NA,NA,1,NA,NA,NA,NA,NA,NA,11
464,CENSORED,NA,0,0,37,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
464,CENSORED,NA,1,1,77,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
464,CENSORED,NA,2,0,80,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
464,CENSORED,NA,3,1,42,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
465,CENSORED,NA,0,1,31,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
465,CENSORED,NA,1,0,30,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
465,CENSORED,NA,2,0,51,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
465,CENSORED,NA,3,1,13,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
465,CENSORED,NA,4,1,8,1,NA,NA,1,NA,NA,NA,NA,NA,NA,5
465,CENSORED,NA,5,0,10,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6
466,CENSORED,NA,0,0,68,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
466,CENSORED,NA,1,1,57,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
467,CENSORED,NA,0,1,70,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
467,CENSORED,NA,1,0,69,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
467,CENSORED,NA,2,1,24,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
468,CENSORED,NA,0,1,55,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
468,CENSORED,NA,1,0,54,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
468,CENSORED,NA,2,1,25,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
468,CENSORED,NA,3,1,24,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
468,CENSORED,NA,4,1,21,1,NA,NA,1,NA,NA,NA,NA,NA,NA,5
469,CENSORED,NA,0,1,71,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
470,CENSORED,NA,0,0,66,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
470,CENSORED,NA,1,1,74,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
471,CENSORED,NA,0,0,74,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
472,CENSORED,NA,0,0,78,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
472,CENSORED,NA,1,1,74,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
473,CENSORED,NA,0,1,81,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
474,CENSORED,NA,0,1,30,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
474,CENSORED,NA,1,0,57,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
474,CENSORED,NA,2,1,67,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
475,CENSORED,NA,0,1,73,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
475,CENSORED,NA,1,0,57,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
475,CENSORED,NA,2,0,78,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
476,CENSORED,NA,0,0,75,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
476,CENSORED,NA,1,1,74,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
477,CENSORED,NA,0,0,67,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
477,CENSORED,NA,1,0,96,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
477,CENSORED,NA,2,0,42,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
477,CENSORED,NA,3,0,42,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
477,CENSORED,NA,4,0,53,1,NA,NA,1,NA,NA,NA,NA,NA,NA,5
478,CENSORED,NA,0,0,59,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
479,CENSORED,NA,0,1,85,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
479,CENSORED,NA,1,0,91,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
480,CENSORED,NA,0,0,93,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
481,CENSORED,NA,0,1,81,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
482,CENSORED,NA,0,0,63,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
482,CENSORED,NA,1,1,80,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
483,CENSORED,NA,0,0,71,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
483,CENSORED,NA,1,1,72,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
483,CENSORED,NA,2,1,22,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
483,CENSORED,NA,3,1,48,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
484,CENSORED,NA,0,0,60,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
485,CENSORED,NA,0,0,61,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
485,CENSORED,NA,1,1,40,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
487,CENSORED,NA,0,1,68,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
488,CENSORED,NA,0,1,23,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
489,CENSORED,NA,0,1,56,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
489,CENSORED,NA,1,0,55,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
489,CENSORED,NA,2,0,34,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
489,CENSORED,NA,3,1,32,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
489,CENSORED,NA,4,0,24,1,NA,NA,1,NA,NA,NA,NA,NA,NA,5
489,CENSORED,NA,5,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6
489,CENSORED,NA,6,1,28,1,NA,NA,1,NA,NA,NA,NA,NA,NA,7
489,CENSORED,NA,7,1,6,1,NA,NA,1,NA,NA,NA,NA,NA,NA,8
490,CENSORED,NA,0,1,60,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
490,CENSORED,NA,1,0,49,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
490,CENSORED,NA,2,1,37,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
490,CENSORED,NA,3,1,37,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
490,CENSORED,NA,4,1,25,1,NA,NA,1,NA,NA,NA,NA,NA,NA,5
491,CENSORED,NA,0,1,26,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
491,CENSORED,NA,1,0,24,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
491,CENSORED,NA,2,1,6,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
491,CENSORED,NA,3,0,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
492,CENSORED,NA,0,0,62,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
492,CENSORED,NA,1,0,29,2,9,1,3,NA,12,NA,1,1,1,2
492,CENSORED,NA,2,1,43,2,9,1,3,NA,12,NA,1,1,1,3
492,CENSORED,NA,3,1,10,2,9,1,3,NA,12,NA,1,1,1,4
492,CENSORED,NA,4,1,12,2,9,1,3,NA,9,2,1,1,1,5
492,CENSORED,NA,5,1,64,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6
493,CENSORED,NA,0,0,51,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
493,CENSORED,NA,1,1,58,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
493,CENSORED,NA,2,1,74,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
493,CENSORED,NA,3,0,24,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
493,CENSORED,NA,4,1,30,2,9,1,3,NA,11,NA,1,5,5,5
494,CENSORED,NA,0,0,51,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
494,CENSORED,NA,1,0,20,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
495,CENSORED,NA,0,1,81,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
495,CENSORED,NA,1,0,78,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
496,CENSORED,NA,0,1,65,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
496,CENSORED,NA,1,0,64,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
496,CENSORED,NA,2,0,25,1,NA,NA,3,NA,10,NA,1,2,2,3
497,CENSORED,NA,0,1,92,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
497,CENSORED,NA,1,0,87,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
497,CENSORED,NA,2,1,59,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
498,CENSORED,NA,0,0,77,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
499,CENSORED,NA,0,0,20,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
499,CENSORED,NA,1,0,51,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
499,CENSORED,NA,2,1,57,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
499,CENSORED,NA,3,1,20,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
499,CENSORED,NA,4,1,16,1,NA,NA,1,NA,NA,NA,NA,NA,NA,5
499,CENSORED,NA,5,1,90,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6
500,CENSORED,NA,0,0,47,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
500,CENSORED,NA,1,1,8,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
501,CENSORED,NA,0,0,35,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
501,CENSORED,NA,1,1,32,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
502,CENSORED,NA,0,0,48,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
503,CENSORED,NA,0,0,60,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
503,CENSORED,NA,1,1,85,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
504,CENSORED,NA,0,1,65,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
504,CENSORED,NA,1,1,70,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
505,CENSORED,NA,0,0,63,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
505,CENSORED,NA,1,1,65,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
506,CENSORED,NA,0,0,73,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
506,CENSORED,NA,1,1,72,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
507,CENSORED,NA,0,1,73,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
507,CENSORED,NA,1,0,69,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
508,CENSORED,NA,0,0,69,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
508,CENSORED,NA,1,0,89,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
509,CENSORED,NA,0,0,35,2,11,1,1,NA,NA,NA,NA,NA,NA,1
509,CENSORED,NA,1,1,45,2,1,1,1,NA,NA,NA,NA,NA,NA,2
509,CENSORED,NA,2,1,53,2,11,1,1,NA,NA,NA,NA,NA,NA,3
509,CENSORED,NA,3,0,51,2,1,1,1,NA,NA,NA,NA,NA,NA,4
510,CENSORED,NA,0,1,67,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
510,CENSORED,NA,1,0,50,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
511,CENSORED,NA,0,1,54,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
511,CENSORED,NA,1,1,12,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
511,CENSORED,NA,2,0,50,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
512,CENSORED,NA,0,1,51,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
512,CENSORED,NA,1,0,26,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
513,CENSORED,NA,0,0,77,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
513,CENSORED,NA,1,1,32,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
514,CENSORED,NA,0,0,65,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
514,CENSORED,NA,1,1,75,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
515,CENSORED,NA,0,0,71,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
515,CENSORED,NA,1,0,90,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
516,CENSORED,NA,0,0,36,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
516,CENSORED,NA,1,1,42,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
516,CENSORED,NA,2,0,13,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
516,CENSORED,NA,3,0,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
517,CENSORED,NA,0,1,60,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
517,CENSORED,NA,1,0,58,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
518,CENSORED,NA,0,0,69,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
518,CENSORED,NA,1,1,21,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
518,CENSORED,NA,2,0,48,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
518,CENSORED,NA,3,0,19,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
519,CENSORED,NA,0,0,72,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
519,CENSORED,NA,1,1,79,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
520,CENSORED,NA,0,1,87,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
520,CENSORED,NA,1,0,86,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
521,CENSORED,NA,0,1,83,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
521,CENSORED,NA,1,0,55,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
521,CENSORED,NA,2,1,23,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
522,CENSORED,NA,0,1,39,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
522,CENSORED,NA,1,0,43,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
522,CENSORED,NA,2,0,17,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
522,CENSORED,NA,3,1,12,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4
523,CENSORED,NA,0,0,51,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
523,CENSORED,NA,1,1,58,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
523,CENSORED,NA,2,1,38,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3
524,CENSORED,NA,0,0,62,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
525,CENSORED,NA,0,0,73,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
525,CENSORED,NA,1,1,83,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2
